song,artist,position,average,standard_deviation
Life Is Good,Future Featuring Drake,"{'2020-10-10': 41, '2020-10-03': 36, '2020-09-26': 33, '2020-09-19': 33, '2020-09-12': 39, '2020-09-05': 35, '2020-08-29': 31, '2020-08-22': 30, '2020-08-15': 29, '2020-08-08': 30, '2020-08-01': 28, '2020-07-25': 39, '2020-07-18': 24, '2020-07-11': 18, '2020-07-04': 21, '2020-06-27': 17, '2020-06-20': 15, '2020-06-13': 13, '2020-06-06': 10, '2020-05-30': 6, '2020-05-23': 13, '2020-05-16': 13, '2020-05-09': 12, '2020-05-02': 10, '2020-04-25': 8, '2020-04-18': 5, '2020-04-11': 5, '2020-04-04': 6, '2020-03-28': 4, '2020-03-21': 3, '2020-03-14': 2, '2020-03-07': 2, '2020-02-29': 2, '2020-02-22': 2, '2020-02-15': 2, '2020-02-08': 2, '2020-02-01': 2, '2020-01-25': 2}",16.39473684,13.12197729
Chasin' You,Morgan Wallen,"{'2020-10-10': 46, '2020-10-03': 40, '2020-09-26': 43, '2020-09-19': 42, '2020-09-12': 47, '2020-09-05': 43, '2020-08-29': 36, '2020-08-22': 38, '2020-08-15': 39, '2020-08-08': 49, '2020-08-01': 39, '2020-07-25': 49, '2020-07-18': 35, '2020-07-11': 32, '2020-07-04': 30, '2020-06-27': 31, '2020-06-20': 22, '2020-06-13': 16, '2020-06-06': 18, '2020-05-30': 18, '2020-05-23': 21, '2020-05-16': 23, '2020-05-09': 22, '2020-05-02': 21, '2020-04-25': 25, '2020-04-18': 27, '2020-04-11': 36, '2020-04-04': 53, '2020-03-28': 58, '2020-03-21': 70, '2020-03-14': 71, '2020-03-07': 67, '2020-02-29': 71, '2020-02-22': 81, '2020-02-15': 85, '2020-02-08': 82}",42.38888889,19.3524012
Die From A Broken Heart,Maddie & Tae,"{'2020-10-10': 48, '2020-10-03': 44, '2020-09-26': 38, '2020-09-19': 31, '2020-09-12': 25, '2020-09-05': 22, '2020-08-29': 25, '2020-08-22': 22, '2020-08-15': 26, '2020-08-08': 33, '2020-08-01': 35, '2020-07-25': 53, '2020-07-18': 42, '2020-07-11': 45, '2020-07-04': 51, '2020-06-27': 57, '2020-06-20': 60, '2020-06-13': 70, '2020-06-06': 82, '2020-05-30': 87, '2020-05-23': 82, '2020-05-16': 94, '2020-05-09': 85, '2020-05-02': 94, '2020-04-25': 80}",53.24,23.87681721
We Paid,Lil Baby & 42 Dugg,"{'2020-10-10': 49, '2020-10-03': 46, '2020-09-26': 46, '2020-09-19': 47, '2020-09-12': 50, '2020-09-05': 44, '2020-08-29': 38, '2020-08-22': 32, '2020-08-15': 31, '2020-08-08': 34, '2020-08-01': 20, '2020-07-25': 26, '2020-07-18': 14, '2020-07-11': 10, '2020-07-04': 18, '2020-06-27': 27, '2020-06-20': 34, '2020-06-13': 55, '2020-06-06': 60, '2020-05-30': 70, '2020-05-23': 55, '2020-05-16': 61}",39.40909091,15.87925774
Like That,Kris Wu,"{'2020-10-10': 82, '2020-10-03': 64, '2020-09-26': 54, '2020-09-19': 50, '2020-09-12': 53, '2020-09-05': 56, '2020-08-29': 56, '2020-08-22': 54, '2020-08-15': 57, '2020-08-08': 76, '2020-08-01': 57, '2020-07-25': 68, '2020-07-18': 61, '2020-07-11': 51, '2020-07-04': 72, '2020-06-27': 85, '2020-06-20': 79, '2020-06-13': 92, '2018-06-02': 73}",65.26315789,12.5019666
Over Now,Post Malone,"{'2020-10-10': 84, '2020-10-03': 86, '2020-09-26': 82, '2020-09-19': 78, '2020-09-12': 38, '2018-05-26': 89, '2018-05-19': 64, '2018-05-12': 24}",68.125,22.8278202
Nobody's Love,Maroon 5,"{'2020-10-10': 86, '2020-10-03': 82, '2020-09-26': 63, '2020-09-19': 44, '2020-09-12': 48, '2020-09-05': 49, '2020-08-29': 49, '2020-08-22': 41, '2020-08-15': 45, '2020-08-08': 46}",55.3,15.40162329
Better,Khalid,"{'2020-10-10': 89, '2019-08-24': 45, '2019-08-17': 42, '2019-08-10': 45, '2019-08-03': 43, '2019-07-27': 44, '2019-07-20': 47, '2019-07-13': 47, '2019-07-06': 41, '2019-06-29': 38, '2019-06-22': 35, '2019-06-15': 34, '2019-06-08': 33, '2019-06-01': 30, '2019-05-25': 23, '2019-05-18': 21, '2019-05-11': 20, '2019-05-04': 19, '2019-04-27': 17, '2019-04-20': 8, '2019-04-13': 16, '2019-04-06': 16, '2019-03-30': 18, '2019-03-23': 19, '2019-03-16': 21, '2019-03-09': 21, '2019-03-02': 20, '2019-02-23': 23, '2019-02-16': 18, '2019-02-09': 23, '2019-02-02': 23, '2019-01-26': 22, '2019-01-19': 24, '2019-01-12': 30, '2019-01-05': 51, '2018-12-29': 39, '2018-12-22': 35, '2018-12-15': 33, '2018-12-08': 29, '2018-12-01': 43, '2018-11-24': 51, '2018-11-17': 55, '2018-11-10': 56, '2018-11-03': 34, '2018-10-27': 71, '2018-10-20': 76, '2018-10-13': 87, '2018-10-06': 57, '2018-09-29': 45}",36.26530612,18.14204218
Drunk Face,Machine Gun Kelly,{'2020-10-10': 91},91,0
"Ay, Dios Mio!",Karol G,{'2020-10-10': 94},94,0
Money Over Fallouts,Tory Lanez,{'2020-10-10': 97},97,0
Moral Of The Story,Ashe Featuring Niall Horan,"{'2020-10-10': 98, '2020-03-14': 82, '2020-03-07': 71}",83.66666667,11.0855261
Say So,Doja Cat Featuring Nicki Minaj,"{'2020-10-03': 47, '2020-09-26': 48, '2020-09-19': 40, '2020-09-12': 46, '2020-09-05': 47, '2020-08-29': 43, '2020-08-22': 33, '2020-08-15': 33, '2020-08-08': 27, '2020-08-01': 21, '2020-07-25': 18, '2020-07-18': 9, '2020-07-11': 6, '2020-07-04': 6, '2020-06-27': 6, '2020-06-20': 4, '2020-06-13': 4, '2020-06-06': 5, '2020-05-30': 2, '2020-05-23': 2, '2020-05-16': 1, '2020-05-09': 6, '2020-05-02': 5, '2020-04-25': 5, '2020-04-18': 8, '2020-04-11': 7, '2020-04-04': 9, '2020-03-28': 14, '2020-03-21': 19, '2020-03-14': 16, '2020-03-07': 33, '2020-02-29': 51, '2020-02-22': 58, '2020-02-15': 67, '2020-02-08': 73, '2020-02-01': 92, '2020-01-25': 77, '2020-01-18': 95}",28.5,26.52283028
Savage,Megan Thee Stallion,"{'2020-10-03': 48, '2020-09-26': 40, '2020-09-19': 32, '2020-09-12': 30, '2020-09-05': 20, '2020-08-29': 20, '2020-08-22': 16, '2020-08-15': 13, '2020-08-08': 9, '2020-08-01': 6, '2020-07-25': 6, '2020-07-18': 4, '2020-07-11': 4, '2020-07-04': 2, '2020-06-27': 4, '2020-06-20': 2, '2020-06-13': 2, '2020-06-06': 2, '2020-05-30': 1, '2020-05-23': 5, '2020-05-16': 2, '2020-05-09': 4, '2020-05-02': 14, '2020-04-25': 14, '2020-04-18': 14, '2020-04-11': 18, '2020-04-04': 20, '2020-03-28': 98}",16.07142857,19.82049547
Blueberry Faygo,Lil Mosey,"{'2020-10-03': 50, '2020-09-26': 47, '2020-09-19': 41, '2020-09-12': 35, '2020-09-05': 29, '2020-08-29': 24, '2020-08-22': 19, '2020-08-15': 10, '2020-08-08': 11, '2020-08-01': 11, '2020-07-25': 13, '2020-07-18': 8, '2020-07-11': 9, '2020-07-04': 9, '2020-06-27': 11, '2020-06-20': 12, '2020-06-13': 15, '2020-06-06': 16, '2020-05-30': 17, '2020-05-23': 20, '2020-05-16': 22, '2020-05-09': 20, '2020-05-02': 19, '2020-04-25': 16, '2020-04-18': 18, '2020-04-11': 19, '2020-04-04': 37, '2020-03-28': 38, '2020-03-21': 53, '2020-03-14': 52, '2020-03-07': 51, '2020-02-29': 54, '2020-02-22': 62}",26.3030303,16.14983788
Dolly,Lil Tecca & Lil Uzi Vert,{'2020-10-03': 80},80,0
My Window,YoungBoy Never Broke Again Featuring Lil Wayne,"{'2020-10-03': 89, '2020-09-26': 35}",62,27
When You Down,Lil Tecca & Polo G Featuring Lil Durk,{'2020-10-03': 90},90,0
Me Gusta,Anitta Featuring Cardi B & Myke Towers,{'2020-10-03': 91},91,0
Wet. (She Got That...) ,YFN Lucci,{'2020-10-03': 92},92,0
Lonely If You Are,Chase Rice,"{'2020-10-03': 94, '2020-09-26': 91, '2020-09-19': 92, '2020-09-12': 93, '2020-09-05': 94, '2020-08-29': 100}",94,2.886751346
Drug Addiction,YoungBoy Never Broke Again,"{'2020-10-03': 97, '2020-09-26': 44}",70.5,26.5
Wolves,Selena Gomez X Marshmello,"{'2020-10-03': 100, '2020-09-19': 65, '2018-04-07': 44, '2018-03-31': 41, '2018-03-24': 33, '2018-03-17': 25, '2018-03-10': 25, '2018-03-03': 29, '2018-02-24': 26, '2018-02-17': 25, '2018-02-10': 30, '2018-02-03': 26, '2018-01-27': 25, '2018-01-20': 24, '2018-01-13': 28, '2018-01-06': 29, '2017-12-30': 21, '2017-12-23': 20, '2017-12-16': 20, '2017-12-09': 20, '2017-12-02': 51, '2017-11-25': 55, '2017-11-18': 35, '2017-11-11': 88}",36.875,20.74309624
The Bones,Maren Morris,"{'2020-09-26': 29, '2020-09-19': 28, '2020-09-12': 28, '2020-09-05': 25, '2020-08-29': 29, '2020-08-22': 28, '2020-08-15': 28, '2020-08-08': 40, '2020-08-01': 31, '2020-07-25': 36, '2020-07-18': 18, '2020-07-11': 17, '2020-07-04': 13, '2020-06-27': 15, '2020-06-20': 13, '2020-06-13': 14, '2020-06-06': 13, '2020-05-30': 14, '2020-05-23': 14, '2020-05-16': 15, '2020-05-09': 15, '2020-05-02': 13, '2020-04-25': 13, '2020-04-18': 12, '2020-04-11': 14, '2020-04-04': 17, '2020-03-28': 17, '2020-03-21': 23, '2020-03-14': 19, '2020-03-07': 19, '2020-02-29': 19, '2020-02-22': 18, '2020-02-15': 18, '2020-02-08': 21, '2020-02-01': 22, '2020-01-25': 23, '2020-01-18': 26, '2020-01-11': 36, '2020-01-04': 64, '2019-12-28': 55, '2019-12-21': 54, '2019-12-14': 57, '2019-12-07': 53, '2019-11-30': 50, '2019-11-23': 48, '2019-11-16': 54, '2019-11-09': 69, '2019-11-02': 64, '2019-10-26': 67, '2019-10-19': 53, '2019-10-05': 100, '2019-09-14': 96}",32.25,21.36124726
One Margarita,Luke Bryan,"{'2020-09-26': 59, '2020-09-19': 56, '2020-09-12': 43, '2020-09-05': 37, '2020-08-29': 30, '2020-08-22': 21, '2020-08-15': 27, '2020-08-08': 25, '2020-08-01': 25, '2020-07-25': 31, '2020-07-18': 19, '2020-07-11': 22, '2020-07-04': 29, '2020-06-27': 35, '2020-06-20': 39, '2020-06-13': 44, '2020-06-06': 47, '2020-05-30': 48, '2020-05-23': 69, '2020-05-16': 87}",39.65,17.15306095
Gone Too Soon,Andrew Jannakos,{'2020-09-26': 65},65,0
All In,Lil Baby,"{'2020-09-26': 67, '2020-09-12': 97, '2020-09-05': 90, '2020-07-04': 98, '2020-06-27': 95, '2020-06-20': 91, '2020-06-13': 99, '2020-06-06': 99, '2020-05-23': 79, '2020-05-16': 59, '2020-05-09': 45}",83.54545455,17.78336115
Dead Trollz,YoungBoy Never Broke Again,{'2020-09-26': 72},72,0
Cross Roads,YoungBoy Never Broke Again,{'2020-09-26': 76},76,0
The Last Backyard...,YoungBoy Never Broke Again,{'2020-09-26': 81},81,0
Right Foot Creep,YoungBoy Never Broke Again,{'2020-09-26': 88},88,0
One Night Standards,Ashley McBryde,"{'2020-09-26': 90, '2020-09-19': 84, '2020-09-12': 77, '2020-09-05': 80, '2020-08-29': 80, '2020-08-22': 76, '2020-08-15': 81, '2020-08-08': 99, '2020-08-01': 91, '2020-07-25': 94, '2020-07-18': 95, '2020-07-11': 83, '2020-07-04': 87, '2020-06-27': 97, '2020-06-20': 93}",87.13333333,7.292614224
Lets Link,WhoHeem,"{'2020-09-26': 96, '2020-09-19': 86, '2020-09-12': 90}",90.66666667,4.109609335
Dirty Stick,YoungBoy Never Broke Again,{'2020-09-26': 98},98,0
Got It On Me,Pop Smoke,"{'2020-09-26': 100, '2020-09-12': 98, '2020-09-05': 91, '2020-08-29': 85, '2020-08-22': 75, '2020-08-15': 65, '2020-08-08': 77, '2020-08-01': 55, '2020-07-25': 59, '2020-07-18': 31}",73.6,20.46069403
Death Bed,Powfu Featuring beabadoobee,"{'2020-09-19': 39, '2020-09-12': 36, '2020-09-05': 24, '2020-08-29': 23, '2020-08-22': 25, '2020-08-15': 24, '2020-08-08': 36, '2020-08-01': 29, '2020-07-25': 41, '2020-07-18': 32, '2020-07-11': 24, '2020-07-04': 24, '2020-06-27': 24, '2020-06-20': 23, '2020-06-13': 24, '2020-06-06': 26, '2020-05-30': 29, '2020-05-23': 27, '2020-05-16': 31, '2020-05-09': 26, '2020-05-02': 27, '2020-04-25': 30, '2020-04-18': 33, '2020-04-11': 43, '2020-04-04': 59, '2020-03-28': 71}",31.92307692,11.22128156
Intentions,Justin Bieber Featuring Quavo,"{'2020-09-19': 48, '2020-09-12': 49, '2020-09-05': 42, '2020-08-29': 37, '2020-08-22': 31, '2020-08-15': 32, '2020-08-08': 28, '2020-08-01': 22, '2020-07-25': 21, '2020-07-18': 10, '2020-07-11': 7, '2020-07-04': 5, '2020-06-27': 7, '2020-06-20': 5, '2020-06-13': 8, '2020-06-06': 9, '2020-05-30': 9, '2020-05-23': 11, '2020-05-16': 10, '2020-05-09': 9, '2020-05-02': 8, '2020-04-25': 9, '2020-04-18': 9, '2020-04-11': 8, '2020-04-04': 8, '2020-03-28': 8, '2020-03-21': 10, '2020-03-14': 10, '2020-03-07': 11, '2020-02-29': 9, '2020-02-22': 11}",16.16129032,12.89184982
Party Girl,StaySolidRocky,"{'2020-09-19': 61, '2020-09-12': 55, '2020-09-05': 53, '2020-08-29': 40, '2020-08-22': 34, '2020-08-15': 34, '2020-08-08': 31, '2020-08-01': 24, '2020-07-25': 25, '2020-07-18': 36, '2020-07-11': 29, '2020-07-04': 25, '2020-06-27': 22, '2020-06-20': 21, '2020-06-13': 26, '2020-06-06': 27, '2020-05-30': 38, '2020-05-23': 48, '2020-05-16': 64, '2020-05-09': 84}",38.85,16.48415906
The Voice,Lil Durk,{'2020-09-19': 62},62,0
Lithuania,Big Sean Featuring Travis Scott,{'2020-09-19': 69},69,0
Deep Reverence,Big Sean Featuring Nipsey Hussle,{'2020-09-19': 82},82,0
Why We Drink,Justin Moore,"{'2020-09-19': 93, '2020-09-12': 76, '2020-09-05': 60, '2020-08-29': 50, '2020-08-22': 52, '2020-08-15': 58, '2020-08-08': 81, '2020-08-01': 71, '2020-07-25': 76, '2020-07-18': 78, '2020-07-11': 69, '2020-07-04': 73, '2020-06-27': 86, '2020-06-20': 83, '2020-06-13': 87}",72.86666667,12.53191481
After Party,Don Toliver,"{'2020-09-19': 94, '2020-09-12': 89, '2020-09-05': 88, '2020-08-29': 88, '2020-08-22': 90, '2020-08-15': 100, '2020-08-01': 82, '2020-07-25': 81, '2020-07-18': 80, '2020-07-11': 61, '2020-07-04': 63, '2020-06-27': 63, '2020-06-20': 57, '2020-06-13': 57, '2020-06-06': 63, '2020-05-30': 65, '2020-05-23': 63, '2020-05-16': 84, '2020-05-09': 78, '2020-05-02': 92}",76.9,13.567977
Body Language,Big Sean Featuring Ty Dolla $ign & Jhene Aiko,{'2020-09-19': 95},95,0
Why Would I Stop?,Big Sean,{'2020-09-19': 97},97,0
Need It,Migos Featuring YoungBoy Never Broke Again,"{'2020-09-19': 99, '2020-09-12': 88, '2020-09-05': 69, '2020-08-22': 96, '2020-08-15': 82, '2020-08-08': 94, '2020-08-01': 76, '2020-07-25': 82, '2020-07-18': 82, '2020-07-11': 72, '2020-07-04': 75, '2020-06-27': 74, '2020-06-20': 72, '2020-06-13': 76, '2020-06-06': 62}",79.93333333,10.18146464
Stuck With U,Ariana Grande & Justin Bieber,"{'2020-09-19': 100, '2020-09-12': 91, '2020-09-05': 89, '2020-08-29': 90, '2020-08-22': 79, '2020-08-15': 79, '2020-08-08': 88, '2020-08-01': 58, '2020-07-25': 66, '2020-07-18': 45, '2020-07-11': 34, '2020-07-04': 28, '2020-06-27': 26, '2020-06-20': 20, '2020-06-13': 17, '2020-06-06': 15, '2020-05-30': 13, '2020-05-23': 1}",52.16666667,32.4794807
Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban","{'2020-09-12': 42, '2020-09-05': 51, '2020-08-29': 57, '2020-08-22': 63, '2020-08-15': 62, '2020-08-08': 80, '2020-08-01': 59, '2020-07-25': 70, '2020-07-18': 66, '2020-07-11': 58, '2020-07-04': 59, '2020-06-27': 64, '2020-06-20': 58, '2020-06-13': 60, '2020-06-06': 89, '2020-05-30': 100, '2020-05-23': 86, '2020-05-16': 95, '2020-05-09': 75, '2020-05-02': 83, '2020-04-25': 72, '2020-04-18': 71}",69.09090909,14.35241219
I Love My Country,Florida Georgia Line,"{'2020-09-12': 62, '2020-09-05': 40, '2020-08-29': 55, '2020-08-22': 53, '2020-08-15': 54, '2020-08-08': 69, '2020-08-01': 54, '2020-07-25': 64, '2020-07-18': 58, '2020-07-11': 48, '2020-07-04': 53, '2020-06-27': 60, '2020-06-20': 56, '2020-06-13': 62, '2020-06-06': 64, '2020-05-30': 89, '2020-05-23': 74, '2020-05-16': 99, '2020-05-09': 95, '2020-04-11': 81}",64.5,15.32807881
God Whispered Your Name,Keith Urban,"{'2020-09-12': 66, '2020-09-05': 68, '2020-08-29': 70, '2020-08-22': 66, '2020-08-15': 72, '2020-08-08': 89, '2020-08-01': 67, '2020-07-25': 74, '2020-07-18': 72, '2020-07-11': 60, '2020-07-04': 61, '2020-06-27': 69, '2020-06-20': 65, '2020-06-13': 71, '2020-06-06': 80, '2020-05-30': 85, '2020-05-23': 81, '2020-05-16': 89, '2020-05-09': 81, '2020-05-02': 97}",74.15,9.875601248
Blastoff,Internet Money Featuring Juice WRLD & Trippie Redd,{'2020-09-12': 79},79,0
Expensive,Ty Dolla $ign Featuring Nicki Minaj,{'2020-09-12': 83},83,0
The 1,Taylor Swift,"{'2020-09-12': 92, '2020-09-05': 85, '2020-08-29': 67, '2020-08-22': 50, '2020-08-15': 23, '2020-08-08': 4}",53.5,31.75295262
Done,Chris Janson,"{'2020-09-12': 94, '2020-09-05': 76, '2020-08-29': 63, '2020-08-22': 49, '2020-08-15': 41, '2020-08-08': 68, '2020-08-01': 56, '2020-07-25': 67, '2020-07-18': 69, '2020-07-11': 63, '2020-07-04': 76, '2020-06-27': 92}",67.83333333,14.9043245
Girl Of My Dreams,Rod Wave,"{'2020-09-12': 100, '2020-09-05': 87, '2020-08-29': 75, '2020-08-22': 65, '2020-08-15': 86, '2020-08-08': 100, '2020-08-01': 85, '2020-07-25': 92, '2020-07-18': 98, '2020-07-11': 90, '2020-07-04': 89, '2020-06-27': 90, '2020-06-20': 84, '2020-06-13': 91, '2020-05-02': 100, '2020-04-25': 98}",89.375,9.232246476
The Box,Roddy Ricch,"{'2020-09-05': 48, '2020-08-29': 47, '2020-08-22': 42, '2020-08-15': 37, '2020-08-08': 45, '2020-08-01': 34, '2020-07-25': 40, '2020-07-18': 21, '2020-07-11': 16, '2020-07-04': 15, '2020-06-27': 10, '2020-06-20': 9, '2020-06-13': 9, '2020-06-06': 8, '2020-05-30': 7, '2020-05-23': 7, '2020-05-16': 5, '2020-05-09': 5, '2020-05-02': 3, '2020-04-25': 3, '2020-04-18': 3, '2020-04-11': 2, '2020-04-04': 2, '2020-03-28': 1, '2020-03-21': 1, '2020-03-14': 1, '2020-03-07': 1, '2020-02-29': 1, '2020-02-22': 1, '2020-02-15': 1, '2020-02-08': 1, '2020-02-01': 1, '2020-01-25': 1, '2020-01-18': 1, '2020-01-11': 3, '2020-01-04': 13, '2019-12-28': 18, '2019-12-21': 47}",13.42105263,16.00597188
The Plan,G-Eazy,"{'2020-09-05': 74, '2017-12-02': 96}",85,11
Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,"{'2020-09-05': 97, '2020-08-29': 93, '2020-08-22': 80, '2020-08-15': 74, '2020-08-08': 72, '2020-08-01': 36, '2020-07-25': 10}",66,29.33062758
Exile,Taylor Swift Featuring Bon Iver,"{'2020-09-05': 98, '2020-08-29': 82, '2020-08-22': 61, '2020-08-15': 36, '2020-08-08': 6}",56.6,32.75118318
B*tch From da Souf,Mulatto,"{'2020-09-05': 99, '2020-08-29': 95, '2020-08-22': 95}",96.33333333,1.885618083
21,Polo G,"{'2020-09-05': 100, '2020-08-29': 99, '2020-07-11': 87, '2020-07-04': 84, '2020-06-27': 84, '2020-06-20': 98, '2020-06-06': 95, '2020-05-30': 62}",88.625,11.83149927
Emotionally Scarred,Lil Baby,"{'2020-08-29': 45, '2020-08-22': 45, '2020-08-15': 44, '2020-08-08': 54, '2020-08-01': 43, '2020-07-25': 55, '2020-07-18': 46, '2020-07-11': 37, '2020-07-04': 36, '2020-06-27': 37, '2020-06-20': 47, '2020-06-13': 52, '2020-06-06': 54, '2020-05-30': 60, '2020-05-23': 56, '2020-05-16': 56, '2020-05-09': 71, '2020-05-02': 84, '2020-04-25': 82, '2020-04-18': 85, '2020-04-11': 73, '2020-04-04': 89, '2020-03-28': 85, '2020-03-21': 64, '2020-03-14': 31}",57.24,17.08163927
Bluebird,Miranda Lambert,"{'2020-08-29': 64, '2020-08-22': 55, '2020-08-15': 40, '2020-08-08': 43, '2020-08-01': 26, '2020-07-25': 44, '2020-07-18': 33, '2020-07-11': 35, '2020-07-04': 33, '2020-06-27': 33, '2020-06-20': 45, '2020-06-13': 46, '2020-06-06': 51, '2020-05-30': 55, '2020-05-23': 57, '2020-05-16': 76, '2020-05-09': 70, '2020-05-02': 82, '2020-04-25': 75, '2020-04-18': 81}",52.2,16.99882349
Toosie Slide,Drake,"{'2020-08-29': 72, '2020-08-22': 68, '2020-08-15': 64, '2020-08-08': 75, '2020-08-01': 45, '2020-07-25': 54, '2020-07-18': 38, '2020-07-11': 26, '2020-07-04': 20, '2020-06-27': 12, '2020-06-20': 6, '2020-06-13': 6, '2020-06-06': 6, '2020-05-30': 5, '2020-05-23': 6, '2020-05-16': 4, '2020-05-09': 3, '2020-05-02': 2, '2020-04-25': 2, '2020-04-18': 1}",25.75,26.52899357
Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul","{'2020-08-29': 87, '2020-08-22': 70, '2020-08-15': 75, '2020-08-08': 85, '2020-08-01': 63, '2020-07-25': 72, '2020-07-18': 67, '2020-07-11': 64, '2020-07-04': 62, '2020-06-27': 73, '2020-06-20': 90}",73.45454545,9.432666994
Conversations,Juice WRLD,"{'2020-08-29': 91, '2020-08-22': 83, '2020-08-15': 71, '2020-08-08': 74, '2020-08-01': 38, '2020-07-25': 7}",60.66666667,29.14713632
Righteous,Juice WRLD,"{'2020-08-29': 96, '2020-08-22': 91, '2020-08-15': 83, '2020-08-08': 87, '2020-08-01': 51, '2020-07-25': 15, '2020-07-11': 95, '2020-07-04': 93, '2020-06-27': 89, '2020-06-20': 75, '2020-06-13': 75, '2020-06-06': 72, '2020-05-30': 63, '2020-05-23': 49, '2020-05-16': 42, '2020-05-09': 11}",67.9375,26.47751109
Past Life,Trevor Daniel x Selena Gomez,"{'2020-08-29': 97, '2020-08-22': 98, '2020-08-01': 83, '2020-07-25': 90, '2020-07-11': 77}",89,8.074651695
Something Special,Pop Smoke,"{'2020-08-29': 98, '2020-08-22': 88, '2020-08-15': 80, '2020-08-08': 93, '2020-08-01': 75, '2020-07-25': 75, '2020-07-18': 41}",78.57142857,17.3769728
Hard To Forget,Sam Hunt,"{'2020-08-22': 43, '2020-08-15': 38, '2020-08-08': 41, '2020-08-01': 33, '2020-07-25': 37, '2020-07-18': 27, '2020-07-11': 27, '2020-07-04': 26, '2020-06-27': 28, '2020-06-20': 30, '2020-06-13': 30, '2020-06-06': 37, '2020-05-30': 44, '2020-05-23': 44, '2020-05-16': 55, '2020-05-09': 47, '2020-05-02': 49, '2020-04-25': 49, '2020-04-18': 40, '2020-04-11': 91}",40.8,14.1689802
Supalonely,BENEE Featuring Gus Dapperton,"{'2020-08-22': 51, '2020-08-15': 49, '2020-08-08': 62, '2020-08-01': 47, '2020-07-25': 56, '2020-07-18': 47, '2020-07-11': 41, '2020-07-04': 42, '2020-06-27': 45, '2020-06-20': 42, '2020-06-13': 43, '2020-06-06': 44, '2020-05-30': 45, '2020-05-23': 39, '2020-05-16': 54, '2020-05-09': 48, '2020-05-02': 59, '2020-04-25': 58, '2020-04-18': 61, '2020-04-11': 62, '2020-04-04': 71, '2020-03-28': 88}",52.45454545,11.37671974
Letter From Houston,Rod Wave,{'2020-08-22': 62},62,0
One Big Country Song,LOCASH,"{'2020-08-22': 71, '2020-08-15': 63, '2020-08-08': 53, '2020-08-01': 50, '2020-07-25': 60, '2020-07-18': 73, '2020-07-11': 65, '2020-07-04': 68, '2020-06-27': 77, '2020-06-20': 78, '2020-06-13': 82}",67.27272727,9.780229678
Don't Rush,Young T & Bugsey Featuring Headie One,"{'2020-08-22': 85, '2020-08-15': 77, '2020-08-08': 86, '2020-08-01': 60, '2020-07-25': 71, '2020-07-18': 68, '2020-07-11': 57, '2020-07-04': 58, '2020-06-27': 56, '2020-06-20': 71, '2020-06-13': 79, '2020-06-06': 92, '2020-05-23': 84, '2020-05-16': 100}",74.57142857,13.3989034
Freestyle,Rod Wave,{'2020-08-22': 86},86,0
Life's A Mess,Juice WRLD X Halsey,"{'2020-08-22': 97, '2020-08-15': 84, '2020-08-08': 82, '2020-08-01': 42, '2020-07-25': 9, '2020-07-18': 74}",64.66666667,30.05365572
Move Ya Hips,A$AP Ferg Featuring  Nicki Minaj & MadeinTYO,"{'2020-08-22': 99, '2020-08-15': 19}",59,40
Be Kind,Marshmello & Halsey,"{'2020-08-22': 100, '2020-08-15': 88, '2020-08-08': 96, '2020-08-01': 61, '2020-07-25': 62, '2020-07-18': 50, '2020-07-11': 39, '2020-07-04': 41, '2020-06-27': 40, '2020-06-20': 33, '2020-06-13': 36, '2020-06-06': 39, '2020-05-30': 43, '2020-05-23': 33, '2020-05-16': 29}",52.66666667,22.95696457
Falling,Trevor Daniel,"{'2020-08-15': 48, '2020-08-08': 48, '2020-08-01': 30, '2020-07-25': 33, '2020-07-18': 25, '2020-07-11': 19, '2020-07-04': 19, '2020-06-27': 20, '2020-06-20': 17, '2020-06-13': 18, '2020-06-06': 21, '2020-05-30': 21, '2020-05-23': 22, '2020-05-16': 28, '2020-05-09': 24, '2020-05-02': 23, '2020-04-25': 22, '2020-04-18': 23, '2020-04-11': 25, '2020-04-04': 29, '2020-03-28': 29, '2020-03-21': 42, '2020-03-14': 34, '2020-03-07': 29, '2020-02-29': 27, '2020-02-22': 25, '2020-02-15': 27, '2020-02-08': 33, '2020-02-01': 37, '2020-01-25': 41, '2020-01-18': 38, '2020-01-11': 31, '2020-01-04': 51, '2019-12-28': 62, '2019-12-21': 36, '2019-12-14': 41, '2019-12-07': 42, '2019-11-30': 75}",31.97368421,12.4424715
